Product ID,Product Title,Merchant ID,Cluster ID,Cluster Label,Category ID,Category Label
21589,canon eos 80d ef s 18 55 is stm,41,38889,Canon EOS 80D + 18-55mm IS STM,2617,Digital Cameras
1311,honeywell dolphin ct50 4.7 1280 x 720pixels touchscreen 342g black grey handheld mobile computer,45,147,Honeywell Dolphin CT50,2612,Mobile Phones
32922,hoover dynamic next advance free standing washing machine in white,31,42258,Hoover DXOA147LW3,2620,Washing Machines
22337,canon eos 6d mark ii 24 105mm is stm kit,258,38981,Canon EOS 6D Mark II + 24-105mm IS STM,2617,Digital Cameras
44541,cda fw253 60cm wide integrated under counter fridge white,15,46265,CDA FW253 Integrated,2623,Fridges
17044,hewlett packard enterprise dl380p gen8 intel xeon e5 2643 fio kit,14,7048,HP Intel Xeon E5-2643 3.3GHz Upgrade Tray,2615,CPUs
32296,hotpoint wmbf763p experience eco washing machine in white 1600rpm 7kg,128,42122,Hotpoint WMBF763P,2620,Washing Machines
10676,55sk8100 55 inch ips 4k nano cell super uhd hdr tv,124,4459,LG 55SK8100PLA,2614,TVs
31887,indesit bwd71453k washing machine in black 1400rpm 7kg a rated,128,42054,Indesit BWD71453,2620,Washing Machines
32349,samsung ww80m645opm 8kg 1400rpm freestanding smart washing machine with quickdrive and addwash white,3,42133,Samsung WW80M645OPM/EU,2620,Washing Machines
24086,bosch serie 6 integrated microwave oven in stainless steel,31,39679,Bosch BFL554MS0B Stainless Steel,2618,Microwaves
13046,lg 29mt49df 29 inch hd tv/monitor,30,5126,LG 29MT49DF,2614,TVs
35449,siemens iq500 gs36nai31 tall freezer stainless steel,7,43349,Siemens GS36NAI31 Stainless Steel,2621,Freezers
36248,aeg built under freezer frost free in white,31,43513,AEG ABE6822VAF Integrated,2621,Freezers
12690,sharp lc 32dhf4041k 32 inch tv,30,4943,Sharp Aquos LC-32DHF4041K,2614,TVs
15158,intel xeon processor e7 4820 v3 25m cache 1.90 ghz 1.9ghz 25mb last level cache,45,6191,Intel Xeon E7-4820V3 1.9GHz,2615,CPUs
25102,hotpoint ultimate collection free standing microwave oven in black,31,39861,Hotpoint MWH 2621 MB Black,2618,Microwaves
35997,statesman upright freezer white 55cm tf160lw,259,43447,Statesman TF160LW White,2621,Freezers
14759,intel core i5 3210m processor 3m cache up to 3.10 ghz,14,6057,Intel Core i5-3210M 2.5GHz Tray,2615,CPUs
38264,liebherr ctp2521 white smartfrost fridge freezer,294,44145,Liebherr CTP 2521 White,2622,Fridge Freezers
11794,samsung ue49mu6500 49 inch curve tv silver,3,4639,Samsung UE49MU6500,2614,TVs
28884,bosch smi46ms01e,119,40993,Bosch SMI46MS01E Stainless Steel,2619,Dishwashers
14267,intel xeon e3 1220v5 processor 3 ghz box 8 mb smart cache,14,5911,Intel Xeon E3-1220V5 3 GHz  Box,2615,CPUs
4040,nokia 6300 sim free mobile phone black,3,1769,Nokia 6300,2612,Mobile Phones
14422,intel celeron g3950 kabylake 3.00ghz socket 1151 2mb retail boxed processor,121,5950,Intel Celeron G3950 3.0GHz  Box,2615,CPUs
10672,lg 55sk8100pla 55 super uhd 4k smart tv with nano cell display,32,4459,LG 55SK8100PLA,2614,TVs
43147,smeg fa8003aos freestanding 346l a anthracite fridge freezer refrigerator 356 l sn t 18 kg/24h a fresh zone compartment anthracite,3,45860,Smeg FA8003AOS Anthracite,2622,Fridge Freezers
44236,gorenje k hlschrank burgundy t ranschlag rechts obrb153r,298,46215,Gorenje OBRB153R Red,2623,Fridges
39542,aeg sce8182vnc 177cm integrated 70/30 customflex frost free fridge freezer,301,44346,AEG SCE8182VNC Integrated,2622,Fridge Freezers
40205,montpellier mab148k retro style 50 50 freestanding fridge freezer black,6,44482,Montpellier MAB148K Black,2622,Fridge Freezers
32339,lg f4j6tm1w 8/5kg washer dryer 1400 rpm white,4,42131,LG F4J6TM1W,2620,Washing Machines
16497,intel xeon processor e5 2407 v2 10m cache 2.40 ghz 2.4ghz,14,6674,Intel Xeon E5-2407 v2 2.4GHz Tray,2615,CPUs
10537,samsung qe65q9fna 65 flagship qled certified ultra hd premium tv,32,4449,Samsung QE65Q9F,2614,TVs
1313,honeywell dolphin ct50 11.8 cm 4.66 tft 2048 mb ddr microsd,18,147,Honeywell Dolphin CT50,2612,Mobile Phones
33856,belling fw612 6kg slim depth washing machine white,162,42534,Belling FW612,2620,Washing Machines
10938,bravia oled kd65af9 65 inch oled 4k ultra hd hdr master series tv,124,4482,Sony KD-65AF9,2614,TVs
758,sony mobile xperia xz2 series mobile phone in deep green blue,31,56,Sony Xperia XZ2,2612,Mobile Phones
35412,bosch serie 6 giv21af30g 56cm wide integrated upright freezer,6,43342,Bosch GIV21AF30G Integrated,2621,Freezers
44585,fridgemaster mul49102b 50cm wide freestanding larder fridge black,3,46272,Fridgemaster MUL49102B Black,2623,Fridges
22911,fujifilm x t100 schwarz geh use ausstellung,253,39093,Fujifilm X-T100,2617,Digital Cameras
34443,miele wtf130wpm 7kg washer dryer,359,42883,Miele WTF130 WPM PWash 2.0,2620,Washing Machines
24390,sharp r270slm 20ltr solo microwave silver,3,39719,Sharp R270SLM Silver,2618,Microwaves
36286,caple rif89 in column freezer,308,43523,Caple RiF89 Integrated,2621,Freezers
24863,akai a24003 digital solo microwave with 6 power levels 800 w 20 litre stainless steel,3,39803,Akai A24003 Silver,2618,Microwaves
27064,hotpoint hfc3c26wsv 60cm ecotech dishwasher in silver 14 place set a,128,40545,Hotpoint HFC3C26WSV Silver,2619,Dishwashers
46139,ksv29nw30g classixx upright fridge white,313,46692,Bosch KSV29NW30G White,2623,Fridges
42380,bosch k hlschrank solitaire kmf40ai20,300,45230,Bosch KMF40AI20 Stainless Steel,2622,Fridge Freezers
14616,intel xeon e3 1220v5 3 ghz 4 cores 4 threads 8 mb cache lga1151 socket oem,51,6010,Intel Xeon E3-1220V5 3.00Ghz Tray,2615,CPUs
36819,siemens einbau gefrierschrank gi18da30,298,43717,Siemens GI18DA30 Integrated,2621,Freezers
2141,doogee bl7000 android 7.0 4g 5.5 inch 7060mah ram 4gb rom 64gb memory phone,63,390,Doogee BL7000 Dual SIM,2612,Mobile Phones
33855,belling fw612 a 6kg 1200 spin washing machine in white 444444335,125,42534,Belling FW612,2620,Washing Machines
40339,smeg ukc7172np1 ukc7172np 54cm wide frost free 50 50 integrated upright in column fridge freezer white,6,44512,Smeg UKC7172NP Integrated,2622,Fridge Freezers
33729,siemens wm12n190gb 7kg 1200spin,179,42489,Siemens WM12N190GB,2620,Washing Machines
1433,maxcom mm818 black/blue 2.4 2g dual sim unlocked sim free,5,176,Maxcom Comfort MM818 Dual SIM,2612,Mobile Phones
15285,intel xeon e7 4890v2 2.8 ghz 15 core 30 threads 37.5 mb cache lga2011 socket oem,51,6234,Intel Xeon E7-4890 v2 2.8GHz Tray,2615,CPUs
1748,apple iphone 6 plus 5 5 display 16 gb 2014,2,264,Apple iPhone 6 Plus 16GB,2612,Mobile Phones
34214,miele wkf 121 free standing front loading washing machine with power wash white,293,42701,Miele WKF121,2620,Washing Machines
44817,whirlpool arg1081are under counter integrated fridge with 18l icebox,6,46318,Whirlpool ARG 108/18 A+/RE Integrated,2623,Fridges
33982,1200rpm dd washing machine 7kg load class a white,123,42585,LG F12C3QD,2620,Washing Machines
40666,beko csg1582b fridge freezer black,22,44593,Beko Beko CSG1582B Black,2622,Fridge Freezers
38389,liebherr icus3324 integrated 70/30 fridge freezer,132,44159,Liebherr ICUS 3324 Comfort Integrated,2622,Fridge Freezers
1690,apple iphone 6s 64gb silver,27,247,Apple iPhone 6S 64GB,2612,Mobile Phones
44390,miele k37222 id tall integrated larder fridge a energy rating 56 56.8cm wide,289,46239,Miele K 37222 iD Integrated,2623,Fridges
37236,bosch kgn34nw3ag frost free freestanding fridge freezer white,293,44038,Bosch KGN34NW3AG White,2622,Fridge Freezers
21361,praktica luxmedia z250 digital compact camera black 20 mp 5x optical zoom,17,38866,Praktica Luxmedia Z250,2617,Digital Cameras
27058,hotpoint hfc3c26wsv/hfc3c26wsv,98,40545,Hotpoint HFC3C26WSV Silver,2619,Dishwashers
854,nokia 216,21,67,Nokia 216,2612,Mobile Phones
39034,samsung rs58k6387sl a american style fridge freezer water/ice dispenser,32,44256,Samsung RS58K6387SL,2622,Fridge Freezers
43972,neff ki2422s30g built in tall fridge with ice box 1 22m a rated,128,46178,Neff KI2422S30G Integrated,2623,Fridges
2506,nokia 8 5.3 4g 6gb 128gb 3090mah blue,66,544,Nokia 8 128GB Dual SIM,2612,Mobile Phones
45059,smeg fab10hrr retro style home bar freestanding fridge red right hand hinge,3,46368,Smeg FAB10HRR Red,2623,Fridges
41226,sharp f1526e0i four door fridge freezer,22,44757,Sharp SJ-F1526E0I Stainless Steel,2622,Fridge Freezers
11414,cello c43227ft2 43 inch full hd led tv with freeview t2 hd/dvd player and usb manufactured in the uk,17,4553,Cello C43227FT2,2614,TVs
43530,beko lcsm1545w tall larder fridge,132,46125,Beko LCSM1545W White,2623,Fridges
26568,bosch smv68md00g 60cm fully integrated dishwasher stainless steel,294,40485,Bosch SMV68MD00G Integrated,2619,Dishwashers
12133,samsung 55 mu6120 tv ue55mu6120kxxu wc01,26,4742,Samsung UE55MU6120,2614,TVs
32573,hotpoint wmxtf942g extra 9kg 1400 spin washing machine graphite,6,42177,Hotpoint WMXTF942G,2620,Washing Machines
11294,lg 49lk6100plb 49 1080p full hd hdr led smart tv,3,4529,LG 49LK6100PLB,2614,TVs
45754,de dietrich drs1133j 178cm integrated in column fridge with ice box,301,46560,De Dietrich DRS1133J Integrated,2623,Fridges
30273,washing machine,347,41871,Zanussi ZWF01483WH,2620,Washing Machines
28590,bosch serie 6 home connect smi68ts06e 14 place semi integrated smart dishwasher stainless steel,6,40878,Bosch SMI68TS06E Stainless Steel,2619,Dishwashers
26574,bosch smv68md00g integrated dishwasher,129,40485,Bosch SMV68MD00G Integrated,2619,Dishwashers
24699,russell hobbs rhmm701r 17l 700w freestanding manual microwave in red,6,39771,Russell Hobbs RHMM701R Red,2618,Microwaves
25877,belling fmr2080s blk 20 litre 800w retro style microwave,160,40126,Belling FMR2080S Black,2618,Microwaves
23089,pentax k 70 digital slr with 18 50mm lens,250,39143,Pentax K-70 + 18-50mm + 50mm,2617,Digital Cameras
24700,russell hobbs rhmm701b 17 litre black manual microwave,4,39771,Russell Hobbs RHMM701R Red,2618,Microwaves
25226,sharp r959slmaa/r959slmaa,98,39895,Sharp R959SLMAA Silver,2618,Microwaves
38625,iq300 kg34nvi35g 319 litre no frost fridge freezer,124,44191,Siemens KG34NVI35G Stainless Steel,2622,Fridge Freezers
1436,maxcom comfort mm818 sim free big button 2g uk clamshell mobile phone with dual sim capability black,3,176,Maxcom Comfort MM818 Dual SIM,2612,Mobile Phones
12131,samsung ue55mu6120 55 smart ultra hd certified tv,53,4742,Samsung UE55MU6120,2614,TVs
15244,intel xeon e3 1231 v3 quad core 4 core 3.40 ghz processor,73,6220,Intel Xeon E3-1231 v3 3.4GHz Tray,2615,CPUs
12132,samsung ue55mu6120 55 inch smart ultra hd tv black,3,4742,Samsung UE55MU6120,2614,TVs
11415,43in led dvd t2 freeview tv c43227ft2 by cello,12,4553,Cello C43227FT2,2614,TVs
44962,miele k 37272 id 56cm wide integrated in column fridge white,293,46347,Miele K 37272 iD Integrated,2623,Fridges
23039,olympus pen f with 14 42mm ez ed lens black/black,88,39129,Olympus PEN-F + 14-42mm EZ,2617,Digital Cameras
39541,aeg sce8182vnc integrated 70/30 fridge freezer,7,44346,AEG SCE8182VNC Integrated,2622,Fridge Freezers
24387,sharp r270slm microwave oven,129,39719,Sharp R270SLM Silver,2618,Microwaves
35035,serie 4 gsn36vw3vg 237 litre single door freezer,124,43293,Bosch GSN36VW3VG White,2621,Freezers
25174,microwave oven 800w white ig2095,158,39882,Igenix IG2095 White,2618,Microwaves
33730,siemens free standing washing machine wm12n190gb white,293,42489,Siemens WM12N190GB,2620,Washing Machines
40235,hotpoint ffu3dgk 3 door frost free fridge freezer black,301,44489,Hotpoint FFU3DGK Black,2622,Fridge Freezers
43532,beko lcsm1545w a freestanding tall larder fridge,32,46125,Beko LCSM1545W White,2623,Fridges
15623,intel xeon dp l5420 quad core 4 core 2.50 ghz processor,73,6346,Intel Xeon L5420 2.5GHz Socket 771 1333MHz bus Tray,2615,CPUs
35017,beko 55cm frost free undercounter freezer uff584apw,305,43291,Beko UFF584APW White,2621,Freezers
24140,siemens cf634ags1b built in microwave oven tft display stainless steel,131,39686,Siemens CF634AGS1B Stainless Steel,2618,Microwaves
45160,fridgemaster mtl55300 fridge larder 12.4cf white,131,46391,Fridgemaster MTL55300 White,2623,Fridges
24015,bosch cma583ms0b built in combination microwave oven 900w 44l,131,39669,Bosch CMA583MS0B Stainless Steel,2618,Microwaves
45507,lec 55cm under counter larder fridge in black l5511b 444410474,125,46485,Lec L5511B Black,2623,Fridges
15286,intel xeon e7 4890 v2 pentadeca core 15 core 2.80 ghz processor,73,6234,Intel Xeon E7-4890 v2 2.8GHz Tray,2615,CPUs
38678,liebherr cusl2311 55cm smartfrost fridge freezer silver,301,44201,Liebherr CUsl 2311 Comfort Stainless Steel,2622,Fridge Freezers
32149,whirlpool fwg81496s 8kg fresh care steam washing machine 1400rpm silver,301,42095,Whirlpool FWG81496 S,2620,Washing Machines
2654,sony xperia z5 premium 5.5 inch sim free smartphone black uk version,3,615,Sony Xperia Z5 Premium,2612,Mobile Phones
11855,sony 49 xe7002 led tv kd49xe7002bu mw01,26,4655,Sony Bravia KD-49XE7002,2614,TVs
14264,intel xeon intel xeon processor e3 1220 v5 8m cache 3.00 ghz in,18,5911,Intel Xeon E3-1220V5 3 GHz  Box,2615,CPUs
25387,swan retro sm22070bn solo microwave black,7,39945,Swan SM22070BN Black,2618,Microwaves
44532,montpellier mab340r red,134,46263,Montpellier MAB340R Red,2623,Fridges
41747,hotpoint xex95t1iwz frost free fridge freezer white,22,44940,Hotpoint XEX95T1IWZ White,2622,Fridge Freezers
42126,hotpoint xal85t1ixwtd 60cm frost free fridge freezer with water dispenser stainless steel,1,45091,Hotpoint XAL85T1IXWTD Stainless Steel,2622,Fridge Freezers
33893,hotpoint wmfug863g,350,42548,Montpellier MW6100P,2620,Washing Machines
36646,liebherr uig1313 comfort built under freezer,137,43640,Liebherr UIG1313 White,2621,Freezers
33984,lg f12c3qd 1200rpm dd washing machine 7kg load class a white,147,42585,LG F12C3QD,2620,Washing Machines
33867,samsung dv80k6010cw/eu dv6000 tumble dryer with heat pump technology 8kg,186,42538,Samsung DV80K6010CW,2620,Washing Machines
46594,bosch einbau k hlger t kir31ad40,300,46908,Bosch KIR31AD40 Integrated,2623,Fridges
36004,zanussi zfc14500wa 142 litre chest freezer white,293,43449,Zanussi ZFC14500WA White,2621,Freezers
38061,siemens kg36dvi30g fridge freezer no frost water dispenser a 319lt s/st,131,44119,Siemens KG36DVI30G Stainless Steel,2622,Fridge Freezers
15604,intel core i7 620um mobile 1.06 ghz 2 cores 4 threads 4 mb cache ulv oem,51,6340,Intel Core I7-620UM 1.06GHz Socket 479 Tray,2615,CPUs
23041,olympus pen f camera black 14 42 ez lens,3,39129,Olympus PEN-F + 14-42mm EZ,2617,Digital Cameras
27333,built in fully int. slimline dishwasher,347,40583,Smeg DI410T Integrated Integrated,2619,Dishwashers
45057,smeg fab10hrr 55cm wide retro style right hinge freestanding fridge red,6,46368,Smeg FAB10HRR Red,2623,Fridges
45740,gorenje k hlschrank n 88 cm ri 4092 aw,300,46555,Gorenje RI4092AW Integrated,2623,Fridges
38626,siemens kg34nvi35g iq 300 60cm freestanding frost free fridge freezer stainless steel,301,44191,Siemens KG34NVI35G Stainless Steel,2622,Fridge Freezers
40772,smeg fab32rnn 50s style black no frost freezer,293,44622,Smeg FAB32RNN Black,2622,Fridge Freezers
31386,samsung wd80k5b10ow 1400rpm 8 6kg ecobubble addwash washer dryer white,131,41988,Samsung WD80K5B10OW,2620,Washing Machines
42298,liebherr cbnpgw4855 60cm biofresh fridge freezer,137,45186,Liebherr CBNPgw 4855 White,2622,Fridge Freezers
25030,russell hobbs rhm2076b 20l digital 800w solo microwave black,4,39842,Russell Hobbs RHM2076B Black,2618,Microwaves
32291,1600rpm washing machine 7kg load class a white,123,42122,Hotpoint WMBF763P,2620,Washing Machines
37956,samsung brb260000ww,134,44105,Samsung BRB260000WW Integrated,2622,Fridge Freezers
28587,bosch smi68ts06e,119,40878,Bosch SMI68TS06E Stainless Steel,2619,Dishwashers
42692,cp4023 liebherr fridge freezer 60cm white,344,45393,Liebherr CP4023 White,2622,Fridge Freezers
27515,smeg 50 s retro style df6fabrd 13 place freestanding dishwasher red,6,40614,Smeg DF6FABRD Red,2619,Dishwashers
2344,apple iphone 7 plus 256gb product red,8,470,Apple iPhone 7 Plus (PRODUCT) RED Special Edition 256GB,2612,Mobile Phones
22111,sony dsc rx10 ii 20.2 mp 8.3x zoom bridge camera black,22,38949,Sony Cyber-shot DSC-RX10 II,2617,Digital Cameras
12477,lg 49lj594v 49 inch smart full hd led tv freeview play usb recording black,171,4856,LG 49LJ594V,2614,TVs
32574,hotpoint wmxtf942g extra 9kg 1400 spin washing machine graphite,15,42177,Hotpoint WMXTF942G,2620,Washing Machines
32096,lg fh495bdn8 washing machine 12kg 1400rpm direct drive black/chrome,131,42089,LG FH495BDN8,2620,Washing Machines
22104,sony rx10 ii bridgekamera 1 dscrx10m2,41,38949,Sony Cyber-shot DSC-RX10 II,2617,Digital Cameras
38060,siemens kg36dvi30g 186x60cm nofrost freestanding fridge freezer with water dispenser easyclean inox,6,44119,Siemens KG36DVI30G Stainless Steel,2622,Fridge Freezers
336,sim free samsung a3 2017 16gb mobile phone blue mist,22,19,Samsung Galaxy A3 SM-A320F,2612,Mobile Phones
43533,tall larder fridge,347,46125,Beko LCSM1545W White,2623,Fridges
46595,bosch einbau k hlschrank flachscharnier mit softeinzug kir31ad40,298,46908,Bosch KIR31AD40 Integrated,2623,Fridges
38792,hotpoint ffu3dx frost free 60/40 freestanding fridge freezer with french style doors stainless steel,15,44217,Hotpoint FFU3DX Stainless Steel,2622,Fridge Freezers
38059,siemens kg36dvi30g iq 500 60cm frost free fridge freezer water dispenser stainless steel,301,44119,Siemens KG36DVI30G Stainless Steel,2622,Fridge Freezers
15587,intel xeon dp x5650 hexa core 6 core 2.66 ghz processor,73,6334,Intel Xeon X5650 2.66GHz Socket 1366 Tray,2615,CPUs
10884,lg oled65e8pla 65 oled tv 4k hdr freeview play freesat hd webos dolby vision a rated,133,4476,LG OLED65E8PLA,2614,TVs
38795,255litre fridge freezer frost free class a white,123,44218,Hoover HCF 5172WK White,2622,Fridge Freezers
41842,haier a2fe635crj frost free red fridge freezer,137,44973,Haier A2FE635CRJ Red,2622,Fridge Freezers
45159,fridgemaster mtl55300 freestanding larder fridge in white,132,46391,Fridgemaster MTL55300 White,2623,Fridges
757,sony xperia xz2 5.7 4g 64gb 3180mah blue,11,56,Sony Xperia XZ2,2612,Mobile Phones
15767,intel xeon 4109t processor 2.00 ghz 11 mb l3,45,6407,Intel Xeon Silver 4109T 2GHz Tray,2615,CPUs
24139,siemens cf634ags1b 36 litre built in microwave oven with tft display stainless steel,6,39686,Siemens CF634AGS1B Stainless Steel,2618,Microwaves
25271,sharp r344slm 25l 900w digital microwave silver,3,39908,Sharp R344SLM Silver,2618,Microwaves
35104,siemens gs58naw41 freezer no frost 191x70x78 extra height a white,131,43302,Siemens GS58NAW41 White,2621,Freezers
35433,siemens gs36nvx3pg iq 300 60cm freestanding frost free freezer black steel,301,43346,Siemens GS36NVX3PG Black,2621,Freezers
16382,intel core i7 i7 8700 hexa core 6 core 3.20 ghz processor,79,6616,Intel Core i7-8700 3.2GHz Tray,2615,CPUs
39514,272litre fridge freezer frost free class a white,123,44341,Hotpoint LECO7FF2WH White,2622,Fridge Freezers
21525,sony ilce6000ls compact system camera with selp1650 lens kit fast auto focus 24.3 mp electronic view finder wi fi and nfc silver,17,38882,Sony Alpha 6000 + 16-50mm OSS,2617,Digital Cameras
28276,montpellier mdi600 a energy rating integrated full size silver,53,40778,Montpellier MDI600 Integrated,2619,Dishwashers
21597,canon eos 80d digital slr camera c/w 18 55mm is stm lens,249,38889,Canon EOS 80D + 18-55mm IS STM,2617,Digital Cameras
12475,109.22 cm 43 1920 x 1080 lcd smart tv dvb t2/c/s2 2 x hdmi,18,4856,LG 49LJ594V,2614,TVs
11417,cello 43in led dvd t2 freeview tv c43227ft2,19,4553,Cello C43227FT2,2614,TVs
30600,samsung ww80j5556mw eco bubble washing machine in white 1400rpm 8kg a,128,41898,Samsung WW80J5556MW,2620,Washing Machines
27026,hotpoint ltf8b019 fully integrated 13 place setting dishwasher,125,40542,Hotpoint LTF 8B019 Integrated,2619,Dishwashers
341,samsung sm a320fzbnbtu galaxy a3 2017 16gb smartphone in blue,32,19,Samsung Galaxy A3 SM-A320F,2612,Mobile Phones
25158,smeg sf4120m built in microwave oven,313,39877,Smeg SF4120M Stainless Steel,2618,Microwaves
12942,lenco tft 1028 portable tv 25.4 cm 10 incl. 12v car power cable incl. dvb antenna black,52,5071,Lenco TFT-1028,2614,TVs
34816,frost free built in freezer,347,43269,Bosch GIN81AE30G Integrated,2621,Freezers
26011,exquisit mw ed 8323.3s,119,40192,Exquisit MWED8323.3S Stainless Steel,2618,Microwaves
35037,frost free tall freezer,347,43293,Bosch GSN36VW3VG White,2621,Freezers
39033,samsung rs58k6387sl ez clean steel american style fridge freezer with twin cooling plus,132,44256,Samsung RS58K6387SL,2622,Fridge Freezers
44166,gorenje orb153bk tall fridge black,7,46206,Gorenje ORB153BK Black,2623,Fridges
31086,hotpoint aquarius wmaqf721g washing machine graphite,7,41952,Hotpoint WMAQF721G,2620,Washing Machines
22108,sony cyber shot rx10 ii digital camera,258,38949,Sony Cyber-shot DSC-RX10 II,2617,Digital Cameras
32292,hotpoint wmbf763p washing machine 7kg polar white,3,42122,Hotpoint WMBF763P,2620,Washing Machines
11689,lg 43 inch 43uk6750pld smart ultra hd tv with hdr,22,4613,LG 43UK6750PLD,2614,TVs
14879,intel xeon 2660v42.00ghz lga2011 335mb cache tray cpu,3,6097,Intel Xeon E5-2660 v4 2GHz Tray,2615,CPUs
24820,sharp r360km,134,39794,Sharp R360KM,2618,Microwaves
21526,sony alpha a6000 digital camera with 16 50mm power zoom lens silver,88,38882,Sony Alpha 6000 + 16-50mm OSS,2617,Digital Cameras
32539,miele wci660 9kg w1 twindos xl washing machine 1600rpm white,301,42170,Miele WCI660 TDos XL,2620,Washing Machines
24861,akai 800w digital microwave,4,39803,Akai A24003 Silver,2618,Microwaves
31090,hotpoint wmaqf721g 1200 spin 7kg washing machine,292,41952,Hotpoint WMAQF721G,2620,Washing Machines
34201,bosch wat28420gb 8kg 1400rpm washing machine,293,42693,Bosch WAT28420GB,2620,Washing Machines
22913,fujifilm x t100 digital camera with 15 45mm xc lens black,88,39093,Fujifilm X-T100,2617,Digital Cameras
32557,hotpoint wmxtf742p 7kg 1400rpm freestanding washing machine white,6,42174,Hotpoint WMXTF742P,2620,Washing Machines
1752,htc desire 12 black unlocked,3,265,HTC Desire 12 32GB Dual SIM,2612,Mobile Phones
27065,hotpoint ecotech hfc 3c26 w sv uk dishwasher silver,3,40545,Hotpoint HFC3C26WSV Silver,2619,Dishwashers
1458,nokia 3 black dual sim unlocked,3,182,Nokia 3 Dual SIM,2612,Mobile Phones
35081,bosch gsn29vw3vg serie 4 tall freezer in white 1 61m 60cmw a,128,43299,Bosch GSN29VW3VG White,2621,Freezers
34808,bosch gin81ae30g series 6 fully integrated freezer white,299,43269,Bosch GIN81AE30G Integrated,2621,Freezers
39844,fisher paykel fisher paykel rf522brpx6 79cm designer fridge freezer right hinge,53,44406,Fisher & Paykel RF522BRPX6 Stainless Steel,2622,Fridge Freezers
38681,liebherr cusl 2311 20,119,44201,Liebherr CUsl 2311 Comfort Stainless Steel,2622,Fridge Freezers
33847,bosch serie 4 free standing washing machine in white,31,42530,Bosch WAN28150GB,2620,Washing Machines
28440,miele g6730scwh 60cm freestanding dishwasher white,301,40828,Miele G 6730 SC White,2619,Dishwashers
23424,nikon d810 nikkor af s 24 120mm 4 g ed vr,253,39272,Nikon D810 + 24-120mm 4.0G ED VR,2617,Digital Cameras
28950,bosch smi24aw00e,119,41015,Bosch SMI24AW00E White,2619,Dishwashers
2369,x white,42,484,UleFone X Dual SIM,2612,Mobile Phones
37257,bosch serie 2 free standing fridge freezer frost free in white,31,44040,Bosch KGN33NW3AG White,2622,Fridge Freezers
39031,hoover hvbf5192bhk 197 x 55cm frost free freestanding fridge freezer black,15,44255,Hoover HVBF5192BHK,2622,Fridge Freezers
14584,intel core i3 7100t 3.4 ghz 2 cores 4 threads 3 mb cache lga1151 socket box,178,5999,Intel Core i3-7100T 3.4GHz  Box,2615,CPUs
37950,samsung brb260000ww/eu integrated 70/30 fridge freezer,7,44105,Samsung BRB260000WW Integrated,2622,Fridge Freezers
40238,hotpoint ffu3dgk fridge freezer black,22,44489,Hotpoint FFU3DGK Black,2622,Fridge Freezers
23356,x t20 body silver xf50mm f2.0 silver,17,39239,Fujifilm X-T20 + 50mm,2617,Digital Cameras
13067,digihome 24273sfvpt2hd black 24inch hd ready led tv smart intergrated wifi freeview play 2x hdmi and 1x usb port,125,5139,DigiHome 24273SFVPT2HD,2614,TVs
41844,haier a2fe635crj fridge freezer,332,44973,Haier A2FE635CRJ Red,2622,Fridge Freezers
36894,siemens gs58nfw40 freistehend senkrecht 360l,119,43754,Siemens GS58NFW40 White,2621,Freezers
11796,samsung ue49mu6500 49 4k ultra hd hdr curved led smart tv with freeview hd and active crystal colour,6,4639,Samsung UE49MU6500,2614,TVs
30636,blomberg lrf285411w a rated 8kg 5kg 1400 spin washer dryer,32,41903,Blomberg LRF285411,2620,Washing Machines
45060,smeg happy bar refrigerator fab10hrr red,314,46368,Smeg FAB10HRR Red,2623,Fridges
32101,lg fh495bdn8/fh495bdn8,98,42089,LG FH495BDN8,2620,Washing Machines
32540,washing machine,347,42170,Miele WCI660 TDos XL,2620,Washing Machines
46249,miele k12012s 55cm freestanding undercounter fridge with ice box white,294,46731,Miele K12012S White,2623,Fridges
42464,siemens k hl gefrier kombination kg39vvi31 eek a,298,45273,Siemens KG39VVI31 Stainless Steel,2622,Fridge Freezers
36284,caple rif89 88cm integrated in column freezer,301,43523,Caple RiF89 Integrated,2621,Freezers
38798,hoover hcf5172wk fridge freezer,129,44218,Hoover HCF 5172WK White,2622,Fridge Freezers
31603,hoover 8kg 1600 spin dxoc68c3b,350,42014,Hoover DXOC 68C3B,2620,Washing Machines
40663,beko free standing fridge freezer in black,31,44593,Beko Beko CSG1582B Black,2622,Fridge Freezers
26166,cookology built in combi microwave oven grill bmog25lixh stainless steel 25 litre,3,40332,Amazon BMOG25LIXH Stainless Steel,2618,Microwaves
25272,sharp r344slm 25l 900w freestanding microwave in silver,6,39908,Sharp R344SLM Silver,2618,Microwaves
42641,bosch kgn39al32g 313litre fridge freezer frost free class a s/steel,147,45367,Bosch KGN39AL32G Stainless Steel,2622,Fridge Freezers
29284,siemens geschirrsp ler speedmatic iq300 unterbau edelstahl inkl. sockelblech sn436s01me,298,41164,Siemens SN436S01ME Stainless Steel,2619,Dishwashers
24392,sharp r270slm,134,39719,Sharp R270SLM Silver,2618,Microwaves
16689,hp intel xeon quad core e5506 2.13ghz fio kit 2.13ghz 4mb l2 processor,66,6786,HP Intel Xeon DP E5506 2.13GHz Socket 1366 800MHz bus Upgrade Tray,2615,CPUs
22852,sony alpha 99 ii geh use,253,39078,Sony Alpha 99 II,2617,Digital Cameras
